76970,"(John,Havlicek)",1940/4/8,77,203,17,Forward,1610612738,"{20.8,4.8,6.3}",13
76988,"(Tom,Heinsohn)",1934/8/26,79,218,15,Forward,1610612738,"{18.6,2,8.8}",5
76989,"(Dick,Hemric)",1933/8/29,78,220,20,Forward,1610612738,"{6.3,0.7,5.1}",0
76993,"(Gerald,Henderson)",1956/1/16,74,175,12,Guard,1610612738,"{8.9,3.6,1.7}",0
77011,"(Sidney,Hertzberg)",1922/7/29,70,175,4,Guard,1610612738,"{8.7,2.1,4}",0
201991,"(Lester,Hudson)",1984/8/7,75,190,14,Guard,1610612738,"{4.7,1.2,1.4}",0
2599,"(Brandon,Hunter)",1980/11/24,79,266,34,Forward,1610612738,"{3.3,0.3,2.8}",0
1626154,"(RJ,Hunter)",1993/10/24,77,185,28,Guard,1610612738,"{3,0.4,1}",0
77141,"(Dennis,Johnson)",1954/9/18,76,185,3,Guard,1610612738,"{14.1,5,3.9}",5
202707,"(JaJuan,Johnson)",1989/2/8,82,221,12,Forward,1610612738,"{3.2,0.2,1.6}",0
77164,"(Rich,Johnson)",1946/12/18,79,210,26,Center,1610612738,"{4.7,0.4,2.7}",0
963,"(Dontae',Jones)",1975/6/2,80,220,13,Forward,1610612738,"{2.9,0.3,0.6}",0
